"year";"plot";"subplot";"species";"individuals"
2019;3;"C1";"PLCO";0
2015;4;"C1";"PLCO";7
2016;4;"C1";"PLCO";1
2017;4;"C1";"PLCO";0
2019;4;"C1";"PLCO";1
2015;5;"C1";"PLCO";26
2016;5;"C1";"PLCO";0
2017;5;"C1";"PLCO";0
2019;5;"C1";"PLCO";0
2015;6;"C1";"PLCO";68
2016;6;"C1";"PLCO";3
2017;6;"C1";"PLCO";40
2019;6;"C1";"PLCO";0
2015;7;"C1";"PLCO";0
2016;7;"C1";"PLCO";0
2017;7;"C1";"PLCO";0
2019;7;"C1";"PLCO";0
2015;8;"C1";"PLCO";0
2016;8;"C1";"PLCO";0
2017;8;"C1";"PLCO";0
2019;8;"C1";"PLCO";0
2015;9;"C1";"PLCO";0
2016;9;"C1";"PLCO";1
2017;9;"C1";"PLCO";0
2019;9;"C1";"PLCO";0
2015;1;"C2";"PLCO";32
2016;1;"C2";"PLCO";0
2017;1;"C2";"PLCO";0
2019;1;"C2";"PLCO";0
2015;2;"C2";"PLCO";4
2016;2;"C2";"PLCO";1
2017;2;"C2";"PLCO";0
2019;2;"C2";"PLCO";0
2015;3;"C2";"PLCO";0
2016;3;"C2";"PLCO";6
2017;3;"C2";"PLCO";0
2019;3;"C2";"PLCO";0
2015;4;"C2";"PLCO";18
2016;4;"C2";"PLCO";0
2017;4;"C2";"PLCO";2
2019;4;"C2";"PLCO";0
2015;5;"C2";"PLCO";43
2016;5;"C2";"PLCO";0
2017;5;"C2";"PLCO";10
2019;5;"C2";"PLCO";0
2015;6;"C2";"PLCO";212
2016;6;"C2";"PLCO";9
2017;6;"C2";"PLCO";90
2019;6;"C2";"PLCO";4
2015;7;"C2";"PLCO";0
2016;7;"C2";"PLCO";0
2017;7;"C2";"PLCO";0
2019;7;"C2";"PLCO";0
2015;8;"C2";"PLCO";0
2016;8;"C2";"PLCO";0
2017;8;"C2";"PLCO";0
2019;8;"C2";"PLCO";0
2015;9;"C2";"PLCO";0
2016;9;"C2";"PLCO";0
2017;9;"C2";"PLCO";0
2019;9;"C2";"PLCO";0
2015;1;"C3";"PLCO";16
2016;1;"C3";"PLCO";0
2017;1;"C3";"PLCO";0
2019;1;"C3";"PLCO";0
2015;2;"C3";"PLCO";28
2016;2;"C3";"PLCO";3
2017;2;"C3";"PLCO";0
2019;2;"C3";"PLCO";0
2015;3;"C3";"PLCO";0
2016;3;"C3";"PLCO";0
2017;3;"C3";"PLCO";5
2019;3;"C3";"PLCO";0
2015;4;"C3";"PLCO";7
2016;4;"C3";"PLCO";0
2017;4;"C3";"PLCO";6
2019;4;"C3";"PLCO";0
2015;5;"C3";"PLCO";0
2016;5;"C3";"PLCO";0
2017;5;"C3";"PLCO";0
2019;5;"C3";"PLCO";0
2015;6;"C3";"PLCO";68
2016;6;"C3";"PLCO";8
2017;6;"C3";"PLCO";60
2019;6;"C3";"PLCO";3
2015;7;"C3";"PLCO";0
2016;7;"C3";"PLCO";0
2017;7;"C3";"PLCO";0
2019;7;"C3";"PLCO";0
2015;8;"C3";"PLCO";0
2016;8;"C3";"PLCO";0
2017;8;"C3";"PLCO";0
2019;8;"C3";"PLCO";0
2015;9;"C3";"PLCO";0
2016;9;"C3";"PLCO";0
2017;9;"C3";"PLCO";0
2019;9;"C3";"PLCO";0
2015;1;"C4";"PLCO";48
2016;1;"C4";"PLCO";0
2017;1;"C4";"PLCO";0
2019;1;"C4";"PLCO";0
2015;2;"C4";"PLCO";6
2016;2;"C4";"PLCO";0
2017;2;"C4";"PLCO";0
2019;2;"C4";"PLCO";0
2015;3;"C4";"PLCO";0
2016;3;"C4";"PLCO";16
2017;3;"C4";"PLCO";40
2019;3;"C4";"PLCO";0
2015;4;"C4";"PLCO";8
2016;4;"C4";"PLCO";0
2017;4;"C4";"PLCO";14
2019;4;"C4";"PLCO";0
2015;5;"C4";"PLCO";1
2016;5;"C4";"PLCO";0
2017;5;"C4";"PLCO";3
2019;5;"C4";"PLCO";0
2015;6;"C4";"PLCO";48
2016;6;"C4";"PLCO";5
2017;6;"C4";"PLCO";30
2019;6;"C4";"PLCO";0
2015;7;"C4";"PLCO";0
2016;7;"C4";"PLCO";0
2017;7;"C4";"PLCO";0
2019;7;"C4";"PLCO";0
2015;8;"C4";"PLCO";0
2016;8;"C4";"PLCO";0
2017;8;"C4";"PLCO";0
2019;8;"C4";"PLCO";2
2015;9;"C4";"PLCO";0
2016;9;"C4";"PLCO";1
2017;9;"C4";"PLCO";0
2019;9;"C4";"PLCO";0
2015;1;"C5";"PLCO";72
2016;1;"C5";"PLCO";0
2017;1;"C5";"PLCO";0
2019;1;"C5";"PLCO";0
2015;2;"C5";"PLCO";12
2016;2;"C5";"PLCO";2
2017;2;"C5";"PLCO";0
2019;2;"C5";"PLCO";0
2015;3;"C5";"PLCO";0
2016;3;"C5";"PLCO";13
2017;3;"C5";"PLCO";0
2019;3;"C5";"PLCO";0
2015;4;"C5";"PLCO";5
2016;4;"C5";"PLCO";1
2017;4;"C5";"PLCO";4
2019;4;"C5";"PLCO";0
2015;5;"C5";"PLCO";1
2016;5;"C5";"PLCO";0
2017;5;"C5";"PLCO";0
2019;5;"C5";"PLCO";0
2015;6;"C5";"PLCO";17
2016;6;"C5";"PLCO";3
2017;6;"C5";"PLCO";20
2019;6;"C5";"PLCO";0
2015;7;"C5";"PLCO";0
2016;7;"C5";"PLCO";0
2017;7;"C5";"PLCO";0
2019;7;"C5";"PLCO";0
2015;8;"C5";"PLCO";0
2016;8;"C5";"PLCO";0
2017;8;"C5";"PLCO";0
2019;8;"C5";"PLCO";0
2015;9;"C5";"PLCO";0
2016;9;"C5";"PLCO";0
2017;9;"C5";"PLCO";0
2019;9;"C5";"PLCO";0
2015;1;"C6";"PLCO";14
2016;1;"C6";"PLCO";1
2017;1;"C6";"PLCO";0
2019;1;"C6";"PLCO";0
2015;2;"C6";"PLCO";9
2016;2;"C6";"PLCO";0
2017;2;"C6";"PLCO";0
2019;2;"C6";"PLCO";0
2015;3;"C6";"PLCO";0
2016;3;"C6";"PLCO";8
2017;3;"C6";"PLCO";0
2019;3;"C6";"PLCO";0
2015;4;"C6";"PLCO";8
2016;4;"C6";"PLCO";1
2017;4;"C6";"PLCO";22
2019;4;"C6";"PLCO";0
2015;5;"C6";"PLCO";0
2016;5;"C6";"PLCO";0
2017;5;"C6";"PLCO";0
2019;5;"C6";"PLCO";0
2015;6;"C6";"PLCO";11
2016;6;"C6";"PLCO";2
2017;6;"C6";"PLCO";30
2019;6;"C6";"PLCO";0
2015;7;"C6";"PLCO";0
2016;7;"C6";"PLCO";0
2017;7;"C6";"PLCO";0
2019;7;"C6";"PLCO";0
2015;8;"C6";"PLCO";0
2016;8;"C6";"PLCO";0
2017;8;"C6";"PLCO";0
2019;8;"C6";"PLCO";0
2015;9;"C6";"PLCO";0
2016;9;"C6";"PLCO";0
2017;9;"C6";"PLCO";0
2019;9;"C6";"PLCO";0
2015;1;"D1";"PLCO";44
2016;1;"D1";"PLCO";1
2017;1;"D1";"PLCO";0
2019;1;"D1";"PLCO";0
2015;2;"D1";"PLCO";3
2016;2;"D1";"PLCO";2
2017;2;"D1";"PLCO";0
2019;2;"D1";"PLCO";0
2015;3;"D1";"PLCO";0
2016;3;"D1";"PLCO";0
2017;3;"D1";"PLCO";0
2019;3;"D1";"PLCO";0
2015;4;"D1";"PLCO";11
2016;4;"D1";"PLCO";4
2017;4;"D1";"PLCO";6
2019;4;"D1";"PLCO";0
2015;5;"D1";"PLCO";17
2016;5;"D1";"PLCO";0
2017;5;"D1";"PLCO";0
2019;5;"D1";"PLCO";0
2015;6;"D1";"PLCO";64
2016;6;"D1";"PLCO";4
2017;6;"D1";"PLCO";10
2019;6;"D1";"PLCO";0
2015;7;"D1";"PLCO";0
2016;7;"D1";"PLCO";0
2017;7;"D1";"PLCO";0
2019;7;"D1";"PLCO";0
2015;8;"D1";"PLCO";0
2016;8;"D1";"PLCO";0
2017;8;"D1";"PLCO";0
2019;8;"D1";"PLCO";0
2015;9;"D1";"PLCO";0
2016;9;"D1";"PLCO";0
2017;9;"D1";"PLCO";0
2019;9;"D1";"PLCO";0
2015;1;"D2";"PLCO";28
2016;1;"D2";"PLCO";0
2017;1;"D2";"PLCO";0
2019;1;"D2";"PLCO";0
2015;2;"D2";"PLCO";16
2016;2;"D2";"PLCO";5
2017;2;"D2";"PLCO";0
2019;2;"D2";"PLCO";0
2015;3;"D2";"PLCO";0
2016;3;"D2";"PLCO";3
2017;3;"D2";"PLCO";0
2019;3;"D2";"PLCO";0
2015;4;"D2";"PLCO";24
2016;4;"D2";"PLCO";11
2017;4;"D2";"PLCO";40
2019;4;"D2";"PLCO";0
2015;5;"D2";"PLCO";5
2016;5;"D2";"PLCO";1
2017;5;"D2";"PLCO";0
2019;5;"D2";"PLCO";0
2015;6;"D2";"PLCO";36
2016;6;"D2";"PLCO";5
2017;6;"D2";"PLCO";5
2019;6;"D2";"PLCO";0
2015;7;"D2";"PLCO";0
2016;7;"D2";"PLCO";0
2017;7;"D2";"PLCO";0
2019;7;"D2";"PLCO";0
2015;8;"D2";"PLCO";0
2016;8;"D2";"PLCO";0
2017;8;"D2";"PLCO";0
2019;8;"D2";"PLCO";0
2015;9;"D2";"PLCO";0
2016;9;"D2";"PLCO";0
2017;9;"D2";"PLCO";0
2019;9;"D2";"PLCO";1
2015;1;"D3";"PLCO";56
2016;1;"D3";"PLCO";0
2017;1;"D3";"PLCO";0
2019;1;"D3";"PLCO";0
2015;2;"D3";"PLCO";108
2016;2;"D3";"PLCO";0
2017;2;"D3";"PLCO";0
2019;2;"D3";"PLCO";0
2015;3;"D3";"PLCO";0
2016;3;"D3";"PLCO";13
2017;3;"D3";"PLCO";20
2019;3;"D3";"PLCO";0
2015;4;"D3";"PLCO";14
2016;4;"D3";"PLCO";10
2017;4;"D3";"PLCO";30
2019;4;"D3";"PLCO";0
2015;5;"D3";"PLCO";2
2016;5;"D3";"PLCO";0
2017;5;"D3";"PLCO";0
2019;5;"D3";"PLCO";0
2015;6;"D3";"PLCO";42
2016;6;"D3";"PLCO";6
2017;6;"D3";"PLCO";0
2019;6;"D3";"PLCO";0
2015;7;"D3";"PLCO";0
2016;7;"D3";"PLCO";0
2017;7;"D3";"PLCO";0
2019;7;"D3";"PLCO";0
2015;8;"D3";"PLCO";0
2016;8;"D3";"PLCO";0
2017;8;"D3";"PLCO";0
2019;8;"D3";"PLCO";1
2015;9;"D3";"PLCO";0
2016;9;"D3";"PLCO";0
2017;9;"D3";"PLCO";0
2019;9;"D3";"PLCO";0
2015;1;"D4";"PLCO";12
2016;1;"D4";"PLCO";0
2017;1;"D4";"PLCO";0
2019;1;"D4";"PLCO";0
2015;2;"D4";"PLCO";9
2016;2;"D4";"PLCO";0
2017;2;"D4";"PLCO";0
2019;2;"D4";"PLCO";0
2015;3;"D4";"PLCO";0
2016;3;"D4";"PLCO";6
2017;3;"D4";"PLCO";12
2019;3;"D4";"PLCO";0
2015;4;"D4";"PLCO";8
2016;4;"D4";"PLCO";0
2017;4;"D4";"PLCO";4
2019;4;"D4";"PLCO";0
2015;5;"D4";"PLCO";4
2016;5;"D4";"PLCO";0
2017;5;"D4";"PLCO";4
2019;5;"D4";"PLCO";0
2015;6;"D4";"PLCO";26
2016;6;"D4";"PLCO";5
2017;6;"D4";"PLCO";4
2019;6;"D4";"PLCO";0
2015;7;"D4";"PLCO";0
2016;7;"D4";"PLCO";0
2017;7;"D4";"PLCO";0
2019;7;"D4";"PLCO";0
2015;8;"D4";"PLCO";0
2016;8;"D4";"PLCO";0
2017;8;"D4";"PLCO";0
2019;8;"D4";"PLCO";0
2015;9;"D4";"PLCO";0
2016;9;"D4";"PLCO";0
2017;9;"D4";"PLCO";0
2019;9;"D4";"PLCO";0
2015;1;"D5";"PLCO";20
2016;1;"D5";"PLCO";0
2017;1;"D5";"PLCO";0
2019;1;"D5";"PLCO";0
2015;2;"D5";"PLCO";8
2016;2;"D5";"PLCO";0
2017;2;"D5";"PLCO";0
2019;2;"D5";"PLCO";0
2015;3;"D5";"PLCO";0
2016;3;"D5";"PLCO";6
2017;3;"D5";"PLCO";30
2019;3;"D5";"PLCO";0
2015;4;"D5";"PLCO";1
2016;4;"D5";"PLCO";0
2017;4;"D5";"PLCO";19
2019;4;"D5";"PLCO";0
2015;5;"D5";"PLCO";1
2016;5;"D5";"PLCO";0
2017;5;"D5";"PLCO";2
2019;5;"D5";"PLCO";0
2015;6;"D5";"PLCO";36
2016;6;"D5";"PLCO";2
2017;6;"D5";"PLCO";12
2019;6;"D5";"PLCO";12
2015;7;"D5";"PLCO";0
2016;7;"D5";"PLCO";0
2017;7;"D5";"PLCO";0
2019;7;"D5";"PLCO";0
2015;8;"D5";"PLCO";0
2016;8;"D5";"PLCO";0
2017;8;"D5";"PLCO";0
2019;8;"D5";"PLCO";2
2015;9;"D5";"PLCO";0
2016;9;"D5";"PLCO";4
2017;9;"D5";"PLCO";0
2019;9;"D5";"PLCO";0
2015;1;"D6";"PLCO";7
2016;1;"D6";"PLCO";0
2017;1;"D6";"PLCO";0
2019;1;"D6";"PLCO";0
2015;2;"D6";"PLCO";7
2016;2;"D6";"PLCO";0
2017;2;"D6";"PLCO";0
2019;2;"D6";"PLCO";0
2015;3;"D6";"PLCO";0
2016;3;"D6";"PLCO";13
2017;3;"D6";"PLCO";12
2019;3;"D6";"PLCO";0
2015;4;"D6";"PLCO";7
2016;4;"D6";"PLCO";0
2017;4;"D6";"PLCO";3
2019;4;"D6";"PLCO";2
2015;5;"D6";"PLCO";0
2016;5;"D6";"PLCO";0
2017;5;"D6";"PLCO";24
2019;5;"D6";"PLCO";0
2015;6;"D6";"PLCO";16
2016;6;"D6";"PLCO";6
2017;6;"D6";"PLCO";110
2019;6;"D6";"PLCO";0
2015;7;"D6";"PLCO";0
2016;7;"D6";"PLCO";0
2017;7;"D6";"PLCO";0
2019;7;"D6";"PLCO";0
2015;8;"D6";"PLCO";0
2016;8;"D6";"PLCO";0
2017;8;"D6";"PLCO";0
2019;8;"D6";"PLCO";0
2015;9;"D6";"PLCO";0
2016;9;"D6";"PLCO";0
2017;9;"D6";"PLCO";0
2019;9;"D6";"PLCO";0
2015;1;"E1";"PLCO";32
2016;1;"E1";"PLCO";1
2017;1;"E1";"PLCO";0
2019;1;"E1";"PLCO";0
2015;2;"E1";"PLCO";52
2016;2;"E1";"PLCO";1
2017;2;"E1";"PLCO";0
2019;2;"E1";"PLCO";0
2015;3;"E1";"PLCO";0
2016;3;"E1";"PLCO";0
2017;3;"E1";"PLCO";4
2019;3;"E1";"PLCO";0
2015;4;"E1";"PLCO";19
2016;4;"E1";"PLCO";0
2017;4;"E1";"PLCO";12
2019;4;"E1";"PLCO";0
2015;5;"E1";"PLCO";10
2016;5;"E1";"PLCO";0
2017;5;"E1";"PLCO";0
2019;5;"E1";"PLCO";0
2015;6;"E1";"PLCO";84
2016;6;"E1";"PLCO";8
2017;6;"E1";"PLCO";25
2019;6;"E1";"PLCO";15
2015;7;"E1";"PLCO";0
2016;7;"E1";"PLCO";0
2017;7;"E1";"PLCO";0
2019;7;"E1";"PLCO";0
2015;8;"E1";"PLCO";0
2016;8;"E1";"PLCO";0
2017;8;"E1";"PLCO";0
2019;8;"E1";"PLCO";0
2015;9;"E1";"PLCO";0
2016;9;"E1";"PLCO";0
2017;9;"E1";"PLCO";0
2019;9;"E1";"PLCO";0
2015;1;"E2";"PLCO";60
2016;1;"E2";"PLCO";0
2017;1;"E2";"PLCO";0
2019;1;"E2";"PLCO";0
2015;2;"E2";"PLCO";36
2016;2;"E2";"PLCO";7
2017;2;"E2";"PLCO";0
2019;2;"E2";"PLCO";0
2015;3;"E2";"PLCO";0
2016;3;"E2";"PLCO";0
2017;3;"E2";"PLCO";0
2019;3;"E2";"PLCO";0
2015;4;"E2";"PLCO";26
2016;4;"E2";"PLCO";1
2017;4;"E2";"PLCO";45
2019;4;"E2";"PLCO";0
2015;5;"E2";"PLCO";68
2016;5;"E2";"PLCO";0
2017;5;"E2";"PLCO";0
2019;5;"E2";"PLCO";0
2015;6;"E2";"PLCO";76
2016;6;"E2";"PLCO";6
2017;6;"E2";"PLCO";30
2019;6;"E2";"PLCO";5
2015;7;"E2";"PLCO";0
2016;7;"E2";"PLCO";0
2017;7;"E2";"PLCO";0
2019;7;"E2";"PLCO";0
2015;8;"E2";"PLCO";0
2016;8;"E2";"PLCO";0
2017;8;"E2";"PLCO";0
2019;8;"E2";"PLCO";0
2015;9;"E2";"PLCO";0
2016;9;"E2";"PLCO";0
2017;9;"E2";"PLCO";0
2019;9;"E2";"PLCO";0
2015;1;"E3";"PLCO";34
2016;1;"E3";"PLCO";6
2017;1;"E3";"PLCO";0
2019;1;"E3";"PLCO";0
2015;2;"E3";"PLCO";60
2016;2;"E3";"PLCO";0
2017;2;"E3";"PLCO";0
2019;2;"E3";"PLCO";0
2015;3;"E3";"PLCO";0
2016;3;"E3";"PLCO";7
2017;3;"E3";"PLCO";7
2019;3;"E3";"PLCO";0
2015;4;"E3";"PLCO";14
2016;4;"E3";"PLCO";0
2017;4;"E3";"PLCO";0
2019;4;"E3";"PLCO";0
2015;5;"E3";"PLCO";30
2016;5;"E3";"PLCO";1
2017;5;"E3";"PLCO";0
2019;5;"E3";"PLCO";0
2015;6;"E3";"PLCO";34
2016;6;"E3";"PLCO";3
2017;6;"E3";"PLCO";25
2019;6;"E3";"PLCO";0
2015;7;"E3";"PLCO";0
2016;7;"E3";"PLCO";0
2017;7;"E3";"PLCO";0
2019;7;"E3";"PLCO";0
2015;8;"E3";"PLCO";0
2016;8;"E3";"PLCO";0
2017;8;"E3";"PLCO";0
2019;8;"E3";"PLCO";0
2015;9;"E3";"PLCO";0
2016;9;"E3";"PLCO";1
2017;9;"E3";"PLCO";0
2019;9;"E3";"PLCO";0
2015;1;"E4";"PLCO";18
2016;1;"E4";"PLCO";0
2017;1;"E4";"PLCO";0
2019;1;"E4";"PLCO";0
2015;2;"E4";"PLCO";10
2016;2;"E4";"PLCO";0
2017;2;"E4";"PLCO";0
2019;2;"E4";"PLCO";0
2015;3;"E4";"PLCO";0
2016;3;"E4";"PLCO";2
2017;3;"E4";"PLCO";0
2019;3;"E4";"PLCO";0
2015;4;"E4";"PLCO";1
2016;4;"E4";"PLCO";0
2017;4;"E4";"PLCO";10
2019;4;"E4";"PLCO";0
2015;5;"E4";"PLCO";4
2016;5;"E4";"PLCO";0
2017;5;"E4";"PLCO";2
2019;5;"E4";"PLCO";0
2015;6;"E4";"PLCO";96
2016;6;"E4";"PLCO";9
2017;6;"E4";"PLCO";30
2019;6;"E4";"PLCO";0
2015;7;"E4";"PLCO";0
2016;7;"E4";"PLCO";0
2017;7;"E4";"PLCO";0
2019;7;"E4";"PLCO";0
2015;8;"E4";"PLCO";0
2016;8;"E4";"PLCO";0
2017;8;"E4";"PLCO";0
2019;8;"E4";"PLCO";0
2015;9;"E4";"PLCO";0
2016;9;"E4";"PLCO";0
2017;9;"E4";"PLCO";0
2019;9;"E4";"PLCO";0
2015;1;"E5";"PLCO";30
2016;1;"E5";"PLCO";0
2017;1;"E5";"PLCO";0
2019;1;"E5";"PLCO";0
2015;2;"E5";"PLCO";6
2016;2;"E5";"PLCO";0
2017;2;"E5";"PLCO";0
2019;2;"E5";"PLCO";0
2015;3;"E5";"PLCO";0
2016;3;"E5";"PLCO";4
2017;3;"E5";"PLCO";0
2019;3;"E5";"PLCO";0
2015;4;"E5";"PLCO";2
2016;4;"E5";"PLCO";0
2017;4;"E5";"PLCO";4
2019;4;"E5";"PLCO";0
2015;5;"E5";"PLCO";2
2016;5;"E5";"PLCO";0
2017;5;"E5";"PLCO";0
2019;5;"E5";"PLCO";0
2015;6;"E5";"PLCO";46
2016;6;"E5";"PLCO";8
2017;6;"E5";"PLCO";35
2019;6;"E5";"PLCO";7
2015;7;"E5";"PLCO";0
2016;7;"E5";"PLCO";0
2017;7;"E5";"PLCO";0
2019;7;"E5";"PLCO";0
2015;8;"E5";"PLCO";0
2016;8;"E5";"PLCO";0
2017;8;"E5";"PLCO";0
2019;8;"E5";"PLCO";0
2015;9;"E5";"PLCO";0
2016;9;"E5";"PLCO";0
2017;9;"E5";"PLCO";0
2019;9;"E5";"PLCO";0
2015;1;"E6";"PLCO";12
2016;1;"E6";"PLCO";2
2017;1;"E6";"PLCO";0
2019;1;"E6";"PLCO";0
2015;2;"E6";"PLCO";20
2016;2;"E6";"PLCO";0
2017;2;"E6";"PLCO";0
2019;2;"E6";"PLCO";0
2015;3;"E6";"PLCO";0
2016;3;"E6";"PLCO";8
2017;3;"E6";"PLCO";5
2019;3;"E6";"PLCO";0
2015;4;"E6";"PLCO";2
2016;4;"E6";"PLCO";0
2017;4;"E6";"PLCO";0
2019;4;"E6";"PLCO";0
2015;5;"E6";"PLCO";1
2016;5;"E6";"PLCO";0
2017;5;"E6";"PLCO";0
2019;5;"E6";"PLCO";0
2015;6;"E6";"PLCO";14
2016;6;"E6";"PLCO";0
2017;6;"E6";"PLCO";16
2019;6;"E6";"PLCO";0
2015;7;"E6";"PLCO";0
2016;7;"E6";"PLCO";0
2017;7;"E6";"PLCO";0
2019;7;"E6";"PLCO";0
2015;8;"E6";"PLCO";0
2016;8;"E6";"PLCO";0
2017;8;"E6";"PLCO";0
2019;8;"E6";"PLCO";0
2015;9;"E6";"PLCO";0
2016;9;"E6";"PLCO";0
2017;9;"E6";"PLCO";0
2019;9;"E6";"PLCO";0
2015;1;"F1";"PLCO";32
2016;1;"F1";"PLCO";0
2017;1;"F1";"PLCO";1
2019;1;"F1";"PLCO";0
2015;2;"F1";"PLCO";76
2016;2;"F1";"PLCO";12
2017;2;"F1";"PLCO";0
2019;2;"F1";"PLCO";0
2015;3;"F1";"PLCO";0
2016;3;"F1";"PLCO";0
2017;3;"F1";"PLCO";0
2019;3;"F1";"PLCO";0
2015;4;"F1";"PLCO";28
2016;4;"F1";"PLCO";5
2017;4;"F1";"PLCO";45
2019;4;"F1";"PLCO";2
2015;5;"F1";"PLCO";84
2016;5;"F1";"PLCO";0
2017;5;"F1";"PLCO";0
2019;5;"F1";"PLCO";0
2015;6;"F1";"PLCO";54
2016;6;"F1";"PLCO";5
2017;6;"F1";"PLCO";30
2019;6;"F1";"PLCO";10
2015;7;"F1";"PLCO";0
2016;7;"F1";"PLCO";0
2017;7;"F1";"PLCO";0
2019;7;"F1";"PLCO";0
2015;8;"F1";"PLCO";0
2016;8;"F1";"PLCO";0
2017;8;"F1";"PLCO";0
2019;8;"F1";"PLCO";0
2015;9;"F1";"PLCO";0
2016;9;"F1";"PLCO";0
2017;9;"F1";"PLCO";0
2019;9;"F1";"PLCO";0
2015;1;"F2";"PLCO";16
2016;1;"F2";"PLCO";2
2017;1;"F2";"PLCO";0
2019;1;"F2";"PLCO";0
2015;2;"F2";"PLCO";32
2016;2;"F2";"PLCO";2
2017;2;"F2";"PLCO";0
2019;2;"F2";"PLCO";0
2015;3;"F2";"PLCO";0
2016;3;"F2";"PLCO";0
2017;3;"F2";"PLCO";0
2019;3;"F2";"PLCO";0
2015;4;"F2";"PLCO";25
2016;4;"F2";"PLCO";1
2017;4;"F2";"PLCO";8
2019;4;"F2";"PLCO";0
2015;5;"F2";"PLCO";13
2016;5;"F2";"PLCO";0
2017;5;"F2";"PLCO";0
2019;5;"F2";"PLCO";0
2015;6;"F2";"PLCO";20
2016;6;"F2";"PLCO";9
2017;6;"F2";"PLCO";35
2019;6;"F2";"PLCO";3
2015;7;"F2";"PLCO";0
2016;7;"F2";"PLCO";0
2017;7;"F2";"PLCO";0
2019;7;"F2";"PLCO";0
2015;8;"F2";"PLCO";0
2016;8;"F2";"PLCO";0
2017;8;"F2";"PLCO";0
2019;8;"F2";"PLCO";0
2015;9;"F2";"PLCO";0
2016;9;"F2";"PLCO";0
2017;9;"F2";"PLCO";0
2019;9;"F2";"PLCO";2
2015;1;"F3";"PLCO";8
2016;1;"F3";"PLCO";0
2017;1;"F3";"PLCO";0
2019;1;"F3";"PLCO";0
2015;2;"F3";"PLCO";88
2016;2;"F3";"PLCO";2
2017;2;"F3";"PLCO";0
2019;2;"F3";"PLCO";0
2015;3;"F3";"PLCO";0
2016;3;"F3";"PLCO";3
2017;3;"F3";"PLCO";0
2019;3;"F3";"PLCO";0
2015;4;"F3";"PLCO";9
2016;4;"F3";"PLCO";1
2017;4;"F3";"PLCO";20
2019;4;"F3";"PLCO";0
2015;5;"F3";"PLCO";21
2016;5;"F3";"PLCO";0
2017;5;"F3";"PLCO";0
2019;5;"F3";"PLCO";0
2015;6;"F3";"PLCO";42
2016;6;"F3";"PLCO";3
2017;6;"F3";"PLCO";20
2019;6;"F3";"PLCO";0
2015;7;"F3";"PLCO";0
2016;7;"F3";"PLCO";0
2017;7;"F3";"PLCO";0
2019;7;"F3";"PLCO";1
2015;8;"F3";"PLCO";0
2016;8;"F3";"PLCO";0
2017;8;"F3";"PLCO";0
2019;8;"F3";"PLCO";0
2015;9;"F3";"PLCO";0
2016;9;"F3";"PLCO";0
2017;9;"F3";"PLCO";0
2019;9;"F3";"PLCO";1
2015;1;"F4";"PLCO";6
2016;1;"F4";"PLCO";0
2017;1;"F4";"PLCO";0
2019;1;"F4";"PLCO";0
2015;2;"F4";"PLCO";22
2016;2;"F4";"PLCO";0
2017;2;"F4";"PLCO";0
2019;2;"F4";"PLCO";0
2015;3;"F4";"PLCO";0
2016;3;"F4";"PLCO";0
2017;3;"F4";"PLCO";3
2019;3;"F4";"PLCO";0
2015;4;"F4";"PLCO";46
2016;4;"F4";"PLCO";3
2017;4;"F4";"PLCO";6
2019;4;"F4";"PLCO";1
2015;5;"F4";"PLCO";6
2016;5;"F4";"PLCO";0
2017;5;"F4";"PLCO";0
2019;5;"F4";"PLCO";0
2015;6;"F4";"PLCO";22
2016;6;"F4";"PLCO";7
2017;6;"F4";"PLCO";10
2019;6;"F4";"PLCO";2
2015;7;"F4";"PLCO";0
2016;7;"F4";"PLCO";0
2017;7;"F4";"PLCO";0
2019;7;"F4";"PLCO";0
2015;8;"F4";"PLCO";0
2016;8;"F4";"PLCO";0
2017;8;"F4";"PLCO";0
2019;8;"F4";"PLCO";0
2015;9;"F4";"PLCO";0
2016;9;"F4";"PLCO";0
2017;9;"F4";"PLCO";0
2019;9;"F4";"PLCO";0
2015;1;"F5";"PLCO";2
2016;1;"F5";"PLCO";0
2017;1;"F5";"PLCO";0
2019;1;"F5";"PLCO";0
2015;2;"F5";"PLCO";32
2016;2;"F5";"PLCO";0
2017;2;"F5";"PLCO";0
2019;2;"F5";"PLCO";0
2015;3;"F5";"PLCO";0
2016;3;"F5";"PLCO";1
2017;3;"F5";"PLCO";0
2019;3;"F5";"PLCO";0
2015;4;"F5";"PLCO";3
2016;4;"F5";"PLCO";0
2017;4;"F5";"PLCO";0
2019;4;"F5";"PLCO";0
2015;5;"F5";"PLCO";0
2016;5;"F5";"PLCO";0
2017;5;"F5";"PLCO";0
2019;5;"F5";"PLCO";0
2015;6;"F5";"PLCO";41
2016;6;"F5";"PLCO";9
2017;6;"F5";"PLCO";14
2019;6;"F5";"PLCO";6
2015;7;"F5";"PLCO";0
2016;7;"F5";"PLCO";0
2017;7;"F5";"PLCO";0
2019;7;"F5";"PLCO";0
2015;8;"F5";"PLCO";0
2016;8;"F5";"PLCO";0
2017;8;"F5";"PLCO";0
2019;8;"F5";"PLCO";0
2015;9;"F5";"PLCO";0
2016;9;"F5";"PLCO";2
2017;9;"F5";"PLCO";0
2019;9;"F5";"PLCO";0
2015;1;"F6";"PLCO";2
2016;1;"F6";"PLCO";0
2017;1;"F6";"PLCO";0
2019;1;"F6";"PLCO";0
2015;2;"F6";"PLCO";12
