Paper Key #,First Author,Year,Data.Extractor,Response variable,Greenhouse or field experiment,Ecosystem,Longterm (>1 season),Manipulated or natural densities?,Focal.Species,Focal.Lifestage,Focal.Form,Focal.Origin,Comp.Species,Comp.Lifestage,Comp.Form,Comp.Origin,treatment,nonsig.zero,competition coefficient,Negative coefs mean competition,standard error of coefficient,Description of Uncertainty Metric,P Value,DF,CI lower,CI upper,Comments
TRVSQ72K,Martorell,2014,Tredennick,Population growth,Field,Grassland,Longterm,Natural,Aristida adscenciois,all sizes,Gramminoid,Native,Aristida adscenciois,all sizes,Gramminoid,Native,NA,0,0.17,No,NA,95% credible interval,,NA,0.003,0.669,"Zeros indicate a fit, but with really small values (from the table legend)"
TRVSQ72K,Martorell,2014,Tredennick,Population growth,Field,Grassland,Longterm,Natural,Bulbostylis tenuifolia,all sizes,Gramminoid,Native,Plantago nivea,all sizes,Forb,Native,NA,0,0.002,No,NA,95% credible interval,,NA,0,0.106,"Zeros indicate a fit, but with really small values (from the table legend)"
TRVSQ72K,Martorell,2014,Tredennick,Population growth,Field,Grassland,Longterm,Natural,Bulbostylis tenuifolia,all sizes,Gramminoid,Native,Bulbostylis tenuifolia,all sizes,Gramminoid,Native,NA,0,0.015,No,NA,95% credible interval,,NA,0,0.398,"Zeros indicate a fit, but with really small values (from the table legend)"
TRVSQ72K,Martorell,2014,Tredennick,Population growth,Field,Grassland,Longterm,Natural,Rare grammanoids,all sizes,Gramminoid,Native,Rare grammanoids,all sizes,Gramminoid,Native,NA,0,0.043,No,NA,95% credible interval,,NA,0,0.219,"Zeros indicate a fit, but with really small values (from the table legend)"
TRVSQ72K,Martorell,2014,Tredennick,Population growth,Field,Grassland,Longterm,Natural,Oxalis lumulata,all sizes,Bulb rosette,Native,Cyperus seslerioides,all sizes,Gramminoid,Native,NA,0,0,No,NA,95% credible interval,,NA,0,0,"Zeros indicate a fit, but with really small values (from the table legend)"
TRVSQ72K,Martorell,2014,Tredennick,Population growth,Field,Grassland,Longterm,Natural,Oxalis lumulata,all sizes,Bulb rosette,Native,Oxalis lumulata,all sizes,Bulb rosette,Native,NA,0,0.416,No,NA,95% credible interval,,NA,0.159,1.025,"Zeros indicate a fit, but with really small values (from the table legend)"
TRVSQ72K,Martorell,2014,Tredennick,Population growth,Field,Grassland,Longterm,Natural,Rare bulb rosettes,all sizes,Bulb rosette,Native,Rare bulb rosettes,all sizes,Bulb rosette,Native,NA,0,1.389,No,NA,95% credible interval,,NA,0.295,5.317,"Zeros indicate a fit, but with really small values (from the table legend)"
TRVSQ72K,Martorell,2014,Tredennick,Population growth,Field,Grassland,Longterm,Natural,Leaf succulents,all sizes,Succulent,Native,Leaf succulents,all sizes,Succulent,Native,NA,0,0.307,No,NA,95% credible interval,,NA,0.127,0.69,"Zeros indicate a fit, but with really small values (from the table legend)"
TRVSQ72K,Martorell,2014,Tredennick,Population growth,Field,Grassland,Longterm,Natural,Vines,all sizes,Vine,Native,Microchloa kuntha,all sizes,Mat,Native,NA,0,0.002,No,NA,95% credible interval,,NA,0,0.074,"Zeros indicate a fit, but with really small values (from the table legend)"
TRVSQ72K,Martorell,2014,Tredennick,Population growth,Field,Grassland,Longterm,Natural,Vines,all sizes,Vine,Native,Vines,all sizes,Vine,Native,NA,0,1.199,No,NA,95% credible interval,,NA,0.377,2.171,"Zeros indicate a fit, but with really small values (from the table legend)"
TRVSQ72K,Martorell,2014,Tredennick,Population growth,Field,Grassland,Longterm,Natural,Tussocks,all sizes,Tussock,Native,Tussocks,all sizes,Tussock,Native,NA,0,0.394,No,NA,95% credible interval,,NA,0.149,1.021,"Zeros indicate a fit, but with really small values (from the table legend)"
MZ6TNZUP,Coomes,2002,Tucker,Plant Size,Field,Coastal Dune,Longterm,Natural,Aira praecox,all sizes,Annuals,Native,Aira praecox,all sizes,Annuals,Native,Year1,0,5.9,No,NA,95% confidence interval,,,2.4,9.4,"Measure of uncertainty not specified, I believe it is a 95% confidence interval"
MZ6TNZUP,Coomes,2002,Tucker,Plant Size,Field,Coastal Dune,Longterm,Natural,Aira praecox,all sizes,Annuals,Native,Erodium cicutarium,all sizes,Annuals,Native,Year1,0,0.09,No,NA,95% confidence interval,,,-0.08,0.26,"Measure of uncertainty not specified, I believe it is a 95% confidence interval"
MZ6TNZUP,Coomes,2002,Tucker,Plant Size,Field,Coastal Dune,Longterm,Natural,Erodium cicutarium,all sizes,Annuals,Native,Aira praecox,all sizes,Annuals,Native,Year1,0,1.1,No,NA,95% confidence interval,,,-1.2,3.4,"Measure of uncertainty not specified, I believe it is a 95% confidence interval"
MZ6TNZUP,Coomes,2002,Tucker,Plant Size,Field,Coastal Dune,Longterm,Natural,Erodium cicutarium,all sizes,Annuals,Native,Erodium cicutarium,all sizes,Annuals,Native,Year1,0,1.14,No,NA,95% confidence interval,,,0.32,1.96,"Measure of uncertainty not specified, I believe it is a 95% confidence interval"
MZ6TNZUP,Coomes,2002,Tucker,Plant Size (year 2),Field,Coastal Dune,Longterm,Natural,Aira praecox,all sizes,Annuals,Native,Aira praecox,all sizes,Annuals,Native,Year2,0,5.36,No,NA,95% confidence interval,,,-0.24,10.96,"Measure of uncertainty not specified, I believe it is a 95% confidence interval"
MZ6TNZUP,Coomes,2002,Tucker,Plant Size (year 2),Field,Coastal Dune,Longterm,Natural,Aira praecox,all sizes,Annuals,Native,Erodium cicutarium,all sizes,Annuals,Native,Year2,0,0,No,NA,95% confidence interval,,,-4.6,4.6,"Measure of uncertainty not specified, I believe it is a 95% confidence interval"
MZ6TNZUP,Coomes,2002,Tucker,Plant Size (year 2),Field,Coastal Dune,Longterm,Natural,Erodium cicutarium,all sizes,Annuals,Native,Aira praecox,all sizes,Annuals,Native,Year2,0,3.55,No,NA,95% confidence interval,,,0.43,6.67,"Measure of uncertainty not specified, I believe it is a 95% confidence interval"
MZ6TNZUP,Coomes,2002,Tucker,Plant Size (year 2),Field,Coastal Dune,Longterm,Natural,Erodium cicutarium,all sizes,Annuals,Native,Erodium cicutarium,all sizes,Annuals,Native,Year2,0,1.69,No,NA,95% confidence interval,,,0.49,2.89,"Measure of uncertainty not specified, I believe it is a 95% confidence interval"
MZ6TNZUP,Coomes,2002,Tucker,Plant Size (year 3),Field,Coastal Dune,Longterm,Natural,Aira praecox,all sizes,Annuals,Native,Aira praecox,all sizes,Annuals,Native,Year3,0,0.15,No,NA,95% confidence interval,,,-0.3,0.6,"Measure of uncertainty not specified, I believe it is a 95% confidence interval"
MZ6TNZUP,Coomes,2002,Tucker,Plant Size (year 3),Field,Coastal Dune,Longterm,Natural,Aira praecox,all sizes,Annuals,Native,Erodium cicutarium,all sizes,Annuals,Native,Year3,0,0,No,NA,95% confidence interval,,,-1.35,1.35,"Measure of uncertainty not specified, I believe it is a 95% confidence interval"
MZ6TNZUP,Coomes,2002,Tucker,Plant Size (year 3),Field,Coastal Dune,Longterm,Natural,Erodium cicutarium,all sizes,Annuals,Native,Aira praecox,all sizes,Annuals,Native,Year3,0,3.58,No,NA,95% confidence interval,,,-1.28,8.44,"Measure of uncertainty not specified, I believe it is a 95% confidence interval"
MZ6TNZUP,Coomes,2002,Tucker,Plant Size (year 3),Field,Coastal Dune,Longterm,Natural,Erodium cicutarium,all sizes,Annuals,Native,Erodium cicutarium,all sizes,Annuals,Native,Year3,0,3.21,No,NA,95% confidence interval,,,1.12,5.3,"Measure of uncertainty not specified, I believe it is a 95% confidence interval"
2X4EQM8B,Gazol,2012,Tredennick,Growth,Field,Mediterranean Shrubland,Short term,Natural,Hormathophylla spinosa,all sizes,Shrub,Native,Hormathophylla spinosa,all sizes,Shrub,Native,transect 1,0,0.04,Yes,,,,,,,"transect 1, not significant"
2X4EQM8B,Gazol,2012,Tredennick,Growth,Field,Mediterranean Shrubland,Short term,Natural,Hormathophylla spinosa,all sizes,Shrub,Native,Hormathophylla spinosa,all sizes,Shrub,Native,transect 2,0,0.04,Yes,,,,,,,"transect 2, not significant"
2X4EQM8B,Gazol,2012,Tredennick,Growth,Field,Mediterranean Shrubland,Short term,Natural,Hormathophylla spinosa,all sizes,Shrub,Native,other shrubs,all sizes,Shrub,Native,transect 1,0,-0.12,Yes,,,,,,,"transect 1, not significant"
2X4EQM8B,Gazol,2012,Tredennick,Growth,Field,Mediterranean Shrubland,Short term,Natural,Hormathophylla spinosa,all sizes,Shrub,Native,other shrubs,all sizes,Shrub,Native,transect 2,0,-0.16,Yes,,,,,,,"transect 2, not significant"
2X4EQM8B,Gazol,2012,Tredennick,Growth,Field,Mediterranean Shrubland,Short term,Natural,Ononis fruticosa,all sizes,Shrub,Native,Ononis fruticosa,all sizes,Shrub,Native,transect 1,0,-0.04,Yes,,,,,,,"transect 1, not significant"
2X4EQM8B,Gazol,2012,Tredennick,Growth,Field,Mediterranean Shrubland,Short term,Natural,Ononis fruticosa,all sizes,Shrub,Native,Ononis fruticosa,all sizes,Shrub,Native,transect 2,0,0.2,Yes,,,,,,,"transect 2, not significant"
2X4EQM8B,Gazol,2012,Tredennick,Growth,Field,Mediterranean Shrubland,Short term,Natural,Ononis fruticosa,all sizes,Shrub,Native,other shrubs,all sizes,Shrub,Native,transect 1,0,0.38,Yes,,,,,,,transect 1
2X4EQM8B,Gazol,2012,Tredennick,Growth,Field,Mediterranean Shrubland,Short term,Natural,Ononis fruticosa,all sizes,Shrub,Native,other shrubs,all sizes,Shrub,Native,transect 2,0,0,Yes,,,,,,,"transect 2, not significant"
2X4EQM8B,Gazol,2012,Tredennick,Growth,Field,Mediterranean Shrubland,Short term,Natural,Linum suffruticosum,all sizes,Shrub,Native,Linum suffruticosum,all sizes,Shrub,Native,transect 1,0,-0.13,Yes,,,,,,,"transect 1, not significant"
2X4EQM8B,Gazol,2012,Tredennick,Growth,Field,Mediterranean Shrubland,Short term,Natural,Linum suffruticosum,all sizes,Shrub,Native,Linum suffruticosum,all sizes,Shrub,Native,transect 2,0,-0.09,Yes,,,,,,,"transect 2, not significant"
2X4EQM8B,Gazol,2012,Tredennick,Growth,Field,Mediterranean Shrubland,Short term,Natural,Linum suffruticosum,all sizes,Shrub,Native,other shrubs,all sizes,Shrub,Native,transect 1,0,-0.08,Yes,,,,,,,"transect 1, not significant"
2X4EQM8B,Gazol,2012,Tredennick,Growth,Field,Mediterranean Shrubland,Short term,Natural,Linum suffruticosum,all sizes,Shrub,Native,other shrubs,all sizes,Shrub,Native,transect 2,0,-0.06,Yes,,,,,,,"transect 2, not significant"
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Festuca rubra,1 year seedlings,grass,Unknown,Heterospecifics (Set 1),1 year seedlings,Mixed,Unknown,NA,0,0.581,no,0.142,Standard Error,0.008,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Prunella vulgaris,1 year seedlings,herbacious,Unknown,Heterospecifics (Set 1),1 year seedlings,Mixed,Unknown,NA,0,0.626,no,0.063,Standard Error,0.0001,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Trifolium repens,1 year seedlings,herbacious,Unknown,Heterospecifics (Set 1),1 year seedlings,Mixed,Unknown,NA,0,0.623,no,0.073,Standard Error,0.0005,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Agrostis capillaris,1 year seedlings,grass,Unknown,Heterospecifics (Set 2),1 year seedlings,Mixed,Unknown,NA,0,0.903,no,0.173,Standard Error,0.2947,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Hydrocotyle heteromeria,1 year seedlings,herbacious,Unknown,Heterospecifics (Set 2),1 year seedlings,Mixed,Unknown,NA,0,1.07,no,0.124,Standard Error,0.293,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Holocus lanatus,1 year seedlings,grass,Unknown,Heterospecifics (Set 2),1 year seedlings,Mixed,Unknown,NA,0,0.562,no,0.112,Standard Error,0.0018,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Agrostis capillaris,1 year seedlings,grass,Unknown,Heterospecifics (Set 3),1 year seedlings,Mixed,Unknown,NA,0,0.285,no,0.106,Standard Error,0,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Festuca rubra,1 year seedlings,grass,Unknown,Heterospecifics (Set 3),1 year seedlings,Mixed,Unknown,NA,0,0.655,no,0.062,Standard Error,0.0002,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Hydrocotyle heteromeria,1 year seedlings,herbacious,Unknown,Heterospecifics (Set 3),1 year seedlings,Mixed,Unknown,NA,0,0.762,no,0.055,Standard Error,0.0009,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Holocus lanatus,1 year seedlings,grass,Unknown,Heterospecifics (Set 4),1 year seedlings,Mixed,Unknown,NA,0,0.553,no,0.082,Standard Error,0.0002,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Prunella vulgaris,1 year seedlings,herbacious,Unknown,Heterospecifics (Set 4),1 year seedlings,Mixed,Unknown,NA,0,0.926,no,0.059,Standard Error,0.1222,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Ranunculus repens,1 year seedlings,herbacious,Unknown,Heterospecifics (Set 4),1 year seedlings,Mixed,Unknown,NA,0,0.936,no,0.111,Standard Error,0.2898,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Agrostis capillaris,1 year seedlings,grass,Unknown,Heterospecifics (Set 5),1 year seedlings,Mixed,Unknown,NA,0,0.415,no,0.111,Standard Error,0.0003,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Prunella vulgaris,1 year seedlings,herbacious,Unknown,Heterospecifics (Set 5),1 year seedlings,Mixed,Unknown,NA,0,0.753,no,0.061,Standard Error,0.0014,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Trifolium repens,1 year seedlings,herbacious,Unknown,Heterospecifics (Set 5),1 year seedlings,Mixed,Unknown,NA,0,0.881,no,0.054,Standard Error,0.0274,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Festuca rubra,1 year seedlings,grass,Unknown,Heterospecifics (Set 6),1 year seedlings,Mixed,Unknown,NA,0,1.02,no,0.107,Standard Error,0.4306,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Hydrocotyle heteromeria,1 year seedlings,herbacious,Unknown,Heterospecifics (Set 6),1 year seedlings,Mixed,Unknown,NA,0,0.861,no,0.051,Standard Error,0.012,,,,
T4IP3JQW,Dormann,2005,Tucker,Biomass,Greenhouse,Unknown,Short term,Manipulated,Ranunculus repens,1 year seedlings,herbacious,Unknown,Heterospecifics (Set 6),1 year seedlings,Mixed,Unknown,NA,0,0.259,no,0.268,Standard Error,0.0111,,,,
BQPV6ZZF,Lankau,2009,Tucker,Fitness?,Both,Annual plants,No,Manipulated,Brassica nigra,all sizes,Annual,Unknown,Heterospecifics,all sizes,Annual,Unknown,NA,0,0.79,see notes,,None,,,,,Positive coefficient means the species is more negatively affected by intra- competition. Negative means higher sensitivity to inter- competition
BQPV6ZZF,Lankau,2009,Tucker,Fitness?,Both,Annual plants,No,Manipulated,Amsinckia menziesii,all sizes,Annual,Unknown,Heterospecifics,all sizes,Annual,Unknown,NA,0,-0.12,see notes,,None,,,,,Positive coefficient means the species is more negatively affected by intra- competition. Negative means higher sensitivity to inter- competition
BQPV6ZZF,Lankau,2009,Tucker,Fitness?,Both,Annual plants,No,Manipulated,Malva parviflora,all sizes,Annual,Unknown,Heterospecifics,all sizes,Annual,Unknown,NA,0,0.38,see notes,,None,,,,,Positive coefficient means the species is more negatively affected by intra- competition. Negative means higher sensitivity to inter- competition
BQPV6ZZF,Lankau,2009,Tucker,Fitness?,Both,Annual plants,No,Manipulated,Sonchus oleraceus,all sizes,Annual,Unknown,Heterospecifics,all sizes,Annual,Unknown,NA,0,-0.26,see notes,,None,,,,,Positive coefficient means the species is more negatively affected by intra- competition. Negative means higher sensitivity to inter- competition
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Carex elata,all sizes,Perennial,Native,Carex elata,all sizes,Perennial,Native,NA,0,-2.098,Yes,,None,<.001,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Carex elata,all sizes,Perennial,Native,Carex flava,all sizes,Perennial,Native,NA,0,-2.2,Yes,,None,<.001,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Carex elata,all sizes,Perennial,Native,Lycopus europaeus,all sizes,Perennial,Native,NA,0,-2.609,Yes,,None,<.001,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Carex elata,all sizes,Perennial,Native,Lysimachia vulgaris,all sizes,Perennial,Native,NA,0,-1.849,Yes,,None,<.001,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Carex elata,all sizes,Perennial,Native,Mentha aquatica,all sizes,Perennial,Native,NA,0,-0.379,Yes,,None,NS,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Carex flava,all sizes,Perennial,Native,Carex elata,all sizes,Perennial,Native,NA,0,-0.355,Yes,,None,<.01,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Carex flava,all sizes,Perennial,Native,Carex flava,all sizes,Perennial,Native,NA,0,-2.725,Yes,,None,<.001,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Carex flava,all sizes,Perennial,Native,Lycopus europaeus,all sizes,Perennial,Native,NA,0,-0.421,Yes,,None,NS,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Carex flava,all sizes,Perennial,Native,Lysimachia vulgaris,all sizes,Perennial,Native,NA,0,-0.325,Yes,,None,NS,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Carex flava,all sizes,Perennial,Native,Mentha aquatica,all sizes,Perennial,Native,NA,0,-0.884,Yes,,None,NS,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Lycopus europaeus,all sizes,Perennial,Native,Carex elata,all sizes,Perennial,Native,NA,0,-0.396,Yes,,None,<.01,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Lycopus europaeus,all sizes,Perennial,Native,Carex flava,all sizes,Perennial,Native,NA,0,-0.748,Yes,,None,<.001,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Lycopus europaeus,all sizes,Perennial,Native,Lycopus europaeus,all sizes,Perennial,Native,NA,0,-1.792,Yes,,None,<.001,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Lycopus europaeus,all sizes,Perennial,Native,Lysimachia vulgaris,all sizes,Perennial,Native,NA,0,-0.36,Yes,,None,NS,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Lycopus europaeus,all sizes,Perennial,Native,Mentha aquatica,all sizes,Perennial,Native,NA,0,-0.794,Yes,,None,NS,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Lysimachia vulgaris,all sizes,Perennial,Native,Carex elata,all sizes,Perennial,Native,NA,0,-0.284,Yes,,None,<.001,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Lysimachia vulgaris,all sizes,Perennial,Native,Carex flava,all sizes,Perennial,Native,NA,0,-0.11,Yes,,None,NS,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Lysimachia vulgaris,all sizes,Perennial,Native,Lycopus europaeus,all sizes,Perennial,Native,NA,0,-0.254,Yes,,None,<.01,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Lysimachia vulgaris,all sizes,Perennial,Native,Lysimachia vulgaris,all sizes,Perennial,Native,NA,0,-0.552,Yes,,None,<.001,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Lysimachia vulgaris,all sizes,Perennial,Native,Mentha aquatica,all sizes,Perennial,Native,NA,0,0.276,Yes,,None,NS,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Mentha aquatica,all sizes,Perennial,Native,Carex elata,all sizes,Perennial,Native,NA,0,-0.219,Yes,,None,<.001,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Mentha aquatica,all sizes,Perennial,Native,Carex flava,all sizes,Perennial,Native,NA,0,-0.014,Yes,,None,NS,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Mentha aquatica,all sizes,Perennial,Native,Lycopus europaeus,all sizes,Perennial,Native,NA,0,-0.177,Yes,,None,NS,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Mentha aquatica,all sizes,Perennial,Native,Lysimachia vulgaris,all sizes,Perennial,Native,NA,0,-0.229,Yes,,None,<.05,,,,
STTPVWKA,Suter,2007,Tucker,Relative growth rate,Field,Grassland Perennials,yes,Manipulated,Mentha aquatica,all sizes,Perennial,Native,Mentha aquatica,all sizes,Perennial,Native,NA,0,-1.459,Yes,,None,<.001,,,,
9P9C4QGG,Kubota,1996,Adler,Radial growth rate,Field,Sub-boreal forest,yes,Natural,Picea jexoensis,sapling,Perennial,Native,Picea jexoensis,sapling,Perennial,Native,NA,0,0.33,No,0.033,s.e.,<0.0001,,,,"This study gives separate comp coefficients for size symmetric vs one-sided competition. In this study, none of the size symmetric coefficients were sig., so I am only recording the one-sided ones"
9P9C4QGG,Kubota,1996,Adler,Radial growth rate,Field,Sub-boreal forest,yes,Natural,Picea jexoensis,sapling,Perennial,Native,Abies sachalinensis,sapling,Perennial,Native,NA,0,0.11,No,0.044,s.e.,<0.01,,,,
9P9C4QGG,Kubota,1996,Adler,Radial growth rate,Field,Sub-boreal forest,yes,Natural,Abies sachalinensis,sapling,Perennial,Native,Picea jexoensis,sapling,Perennial,Native,NA,1,0,No,,None,NS,,,,"Note that no estimate of this parameter is available, since it was reported as non-significant"
9P9C4QGG,Kubota,1996,Adler,Radial growth rate,Field,Sub-boreal forest,yes,Natural,Abies sachalinensis,sapling,Perennial,Native,Abies sachalinensis,sapling,Perennial,Native,NA,0,0.14,No,0.028,,<0.0001,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,ALSEBL,sapling,Perennial,Native,ALSEBL,all sizes,Perennial,Native,NA,0,1,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,ASPICR,sapling,Perennial,Native,ASPICR,all sizes,Perennial,Native,NA,0,0.46,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,BEILPE,sapling,Perennial,Native,BEILPE,all sizes,Perennial,Native,NA,0,1,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,BROSAL,sapling,Perennial,Native,BROSAL,all sizes,Perennial,Native,NA,0,1,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,CALOLO,sapling,Perennial,Native,CALOLO,all sizes,Perennial,Native,NA,0,1,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,CASEAC,sapling,Perennial,Native,CASEAC,all sizes,Perennial,Native,NA,0,1,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,CASSEL,sapling,Perennial,Native,CASSEL,all sizes,Perennial,Native,NA,0,1,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,CHR2AR,sapling,Perennial,Native,CHR2AR,all sizes,Perennial,Native,NA,0,1,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,CORDBI,sapling,Perennial,Native,CORDBI,all sizes,Perennial,Native,NA,0,0.85,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,CORDLA,sapling,Perennial,Native,CORDLA,all sizes,Perennial,Native,NA,0,0.29,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,COU2CU,sapling,Perennial,Native,COU2CU,all sizes,Perennial,Native,NA,0,1,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,CROTBI,sapling,Perennial,Native,CROTBI,all sizes,Perennial,Native,NA,0,1,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,CUPASY,sapling,Perennial,Native,CUPASY,all sizes,Perennial,Native,NA,0,0.13,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,DES2PA,sapling,Perennial,Native,DES2PA,all sizes,Perennial,Native,NA,0,0.32,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,DRYPST,sapling,Perennial,Native,DRYPST,all sizes,Perennial,Native,NA,0,1,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,EUGECO,sapling,Perennial,Native,EUGECO,all sizes,Perennial,Native,NA,0,1,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,EUGEGA,sapling,Perennial,Native,EUGEGA,all sizes,Perennial,Native,NA,0,0.17,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,EUGENE,sapling,Perennial,Native,EUGENE,all sizes,Perennial,Native,NA,0,0.84,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,EUGEOE,sapling,Perennial,Native,EUGEOE,all sizes,Perennial,Native,NA,0,0.25,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,FARAOC,sapling,Perennial,Native,FARAOC,all sizes,Perennial,Native,NA,0,1,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,GAR2IN,sapling,Perennial,Native,GAR2IN,all sizes,Perennial,Native,NA,0,0.87,No,,None,,,,,
H69IFZJ3,Uriarte,2004,Adler,Growth,Field,Forest,yes,Natural,GUARGU,sapling,Perennial,Native,GUARGU,all sizes,Perennial,Native,NA,0,0.39,No,,None,,,,,
